"CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
NA,"Psychotria podantha","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275838,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Psychotria stenantha","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275878,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Psychotria timonioides","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275928,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4-8","4-100",NA,"1",4,10,1,9,360,21,360,NA
NA,"Psychotria valleculata","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275971,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Terminalia simulans","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","COMBRETACEAE",241276141,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Terminalia strigillosa","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","COMBRETACEAE",241276151,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Xylopia degeneri","TRACHEOPHYTA","MAGNOLIOPSIDA","MAGNOLIALES","ANNONACEAE",241276171,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Zanthoxylum myrianthum","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",241276201,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Possibly Extinct","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"0-4","0-4",NA,"0-1",4,10,1,9,360,21,360,NA
NA,"Allophylus umbrinus","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE",241276251,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Possibly Extinct","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"0-4","0-4",NA,"0-1",4,10,1,9,360,21,360,NA
NA,"Casearia pubipes","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE",241276301,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Psychotria scitula","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241276590,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Psychotria leptantha","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241276630,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Psychotria ampullacea","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241276640,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Melicope seemannii","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",241276650,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
NA,"Antidesma insulare","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",241276874,"2023-09-04","CR",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4","4",NA,"1",4,10,1,9,360,21,360,NA
"Sole Tangane","Schefflera euthytricha","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE",99513837,"2016-07-27","EN",3.1,"B1ab(iii)+2ab(iii); D","B1ab(iii)+2ab(iii); D","Extant","Native",1,"Decreasing",NA,"Yes",NA,"Unknown","Unknown",NA,NA,"16","1286","1-250,200","4",2,10,2,8,320,94,160,NA
"Boca","Manilkara vitiensis","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",142335136,"2019-03-12","EN",3.1,"B2ab(iii); D","B2ab(iii); D","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"16","22066","250","4",2,10,2,8,320,94,160,NA
"Flax Shell","Placostylus hoyti","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ORTHALICIDAE",2389403,"2011-08-25","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"176",NA,"1",2,10,2,6,240,96,120,NA
"Vitilevu Mountain Treeskink","Emoia campbelli","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE",2464706,"2011-09-12","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"100-4999",NA,"1",2,10,2,6,240,96,120,NA
"Giant Fijian Longhorn Beetle","Xixuthrus heros","ARTHROPODA","INSECTA","COLEOPTERA","CERAMBYCIDAE",203285529,"2021-08-24","EN",3.1,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Yes","Yes",NA,"Yes","40","1455",NA,"1",2,10,2,6,240,96,120,NA
"Giant Fijian Longhorn Beetle","Xixuthrus ganglbaueri","ARTHROPODA","INSECTA","COLEOPTERA","CERAMBYCIDAE",203285542,"2021-08-08","EN",3.1,"B2ab(i,ii,iii,v)","B2ab(i,ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes","No","Yes","Yes","No","Yes","20-24",NA,NA,"1",2,10,2,6,240,96,120,NA
NA,"Astronidium lepidotum","TRACHEOPHYTA","MAGNOLIOPSIDA","MYRTALES","MELASTOMATACEAE",99515583,"2023-09-04","CR",3.1,"D","D","Possibly Extinct","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"0-4","0-4","0-49","0-1",4,10,0.5,10,200,100,400,NA
"Asi Ravu","Croton metallicus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",146682647,"2019-02-07","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","44410","250-2499","5",2,10,2,5,200,100,100,NA
"Sakisaki Vuto","Homalium laurifolium","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","SALICACEAE",146682652,"2019-02-07","EN",3.1,"C2a(i)","C2a(i)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"28","6683","1000-2499","7",2,10,2,5,200,100,100,NA
NA,"Dacrydium nausoriense","TRACHEOPHYTA","PINOPSIDA","PINALES","PODOCARPACEAE",150289313,"2019-10-03","EN",3.1,"B2ab(i,ii,iii,v)","B2ab(i,ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,"Yes","Yes",NA,"No","12-20",NA,NA,"2",2,10,2,5,200,100,100,NA
"Taveuni Beetle","Xixuthrus terribilis","ARTHROPODA","INSECTA","COLEOPTERA","CERAMBYCIDAE",203284909,"2021-08-20","EN",3.1,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes","No","Yes","Yes","No","Yes","24-28","1083-3336",NA,"2",2,10,2,5,200,100,100,NA
NA,"Psychotria tetragonoides","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275918,"2023-09-04","CR",3.1,"D","D","Possibly Extinct","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"0-4","0-4","0-49","0-1",4,10,0.5,10,200,100,400,NA
"Red-throated Lorikeet","Charmosyna amabilis","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE",266249276,"2024-08-09","CR",3.1,"D","D","Extant","Native",1,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"0-37100","0-49",NA,4,10,0.5,10,200,100,400,NA
"Phillips' Palm","Heterospathe phillipsii","TRACHEOPHYTA","LILIOPSIDA","ARECALES","ARECACEAE",1494228,"2017-05-03","EN",3.1,"B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","12","20",NA,"3",2,10,1,9,180,107,180,NA
NA,"Neoveitchia storckii","TRACHEOPHYTA","LILIOPSIDA","ARECALES","ARECACEAE",2881085,"2017-03-27","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,NA,"65",NA,"5",2,10,1,9,180,107,180,NA
NA,"Nesobasis ingens","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",83376350,"2016-05-28","VU",3.1,"D2","D2","Extant","Native",1,"Unknown","Yes","Yes","Yes",NA,NA,"Yes",NA,"4","4",NA,"1",1,10,2,9,180,107,90,NA
NA,"Neuburgia alata","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","LOGANIACEAE",99515889,"2016-07-28","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown",NA,"16.000","60.483",NA,"4",2,10,1,9,180,107,180,NA
NA,"Sinployea rotumana","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CHAROPIDAE",177158523,"2011-07-15","EN",3.1,"B1ab(ii,iii)+2ab(ii,iii)","B1ab(ii,iii)+2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","No","Yes",NA,"Yes","9","45",NA,"2",2,10,1,9,180,107,180,NA
NA,"Thaumatodon subdaedalea","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ENDODONTIDAE",177248254,"2011-08-02","EN",3.1,"B1ab(ii,iii)","B1ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,NA,NA,"74.2",NA,"3",2,10,1,9,180,107,180,NA
NA,"Trochomorpha albostriata","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ZONITIDAE",177255353,"2011-08-22","EN",3.1,"B1ab(ii,iii)+2ab(ii,iii)","B1ab(ii,iii)+2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"No","54","81",NA,"5",2,10,1,9,180,107,180,NA
NA,"Trochomorpha transarata","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ZONITIDAE",177260974,"2011-08-03","EN",3.1,"B1ab(ii,iii)+2ab(ii,iii)","B1ab(ii,iii)+2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"No","43","74",NA,"2",2,10,1,9,180,107,180,NA
"Fiji Snake","Ogmodon vitianus","CHORDATA","REPTILIA","SQUAMATA","ELAPIDAE",569642,"2011-09-14","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"4000",NA,"3",2,10,2,4,160,115,80,NA
"Flax Shell","Placostylus graeffei","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ORTHALICIDAE",2388966,"2011-08-26","EN",3.1,"B1ab(iii)","B1ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"2000",NA,"5",2,10,2,4,160,115,80,NA
"Vanualevu Slender Treeskink","Emoia mokosariniveikau","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE",2466062,"2011-09-13","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"10-499","100-4999",NA,"4",2,10,2,4,160,115,80,NA
NA,"Acsmithia vitiense","TRACHEOPHYTA","MAGNOLIOPSIDA","OXALIDALES","CUNONIACEAE",99515795,"2016-07-27","EN",3.1,"B2ab(iii); D","B2ab(iii); D","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"40","13913","200","4",2,10,1,8,160,115,160,NA
"Kau","Burckella richii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","SAPOTACEAE",129337478,"2019-02-07","EN",3.1,"D","D","Extant","Native",2,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,"20","82049","100-249",NA,2,5,2,8,160,115,80,NA
NA,"Acacia mathuataensis","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",99517641,"2016-07-29","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"4-499",NA,"251-499","2",2,10,1,7,140,120,140,NA
"Fiji Sago Palm","Metroxylon vitiense","TRACHEOPHYTA","LILIOPSIDA","ARECALES","ARECACEAE",1494240,"2017-05-04","EN",3.1,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,"Yes","Yes",NA,NA,"4.5-52,52","1251",NA,"15",2,10,2,3,120,121,60,NA
NA,"Barringtonia seaturae","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","LECYTHIDACEAE",99845285,"2016-07-28","VU",3.1,"B1ab(iii); D1","B1ab(iii); D1","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"8077","500-1000","8",1,10,2,6,120,121,60,NA
NA,"Excoecaria confertiflora","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","EUPHORBIACEAE",158600311,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","100-5000",NA,"1",2,10,1,6,120,121,120,NA
NA,"Nesobasis caerulescens","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE",176661919,"2019-05-08","EN",3.1,"B1ab(iii,iv,v)+2ab(iii,iv,v)","B1ab(iii,iv,v)+2ab(iii,iv,v)","Extant","Native",1,"Unknown","Yes","Yes","Yes",NA,NA,"Yes",NA,"20","843-2498",NA,"4-5",2,10,2,3,120,121,60,NA
"Flax Shell","Placostylus guanensis","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","ORTHALICIDAE",176950423,"2011-08-25","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","No",NA,NA,NA,"Yes","52","140",NA,"1",2,10,1,6,120,121,120,NA
NA,"Sinployea princei","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CHAROPIDAE",177157678,"2011-08-24","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No",NA,NA,"Yes","130","436",NA,"1",2,10,1,6,120,121,120,NA
NA,"Serianthes vitiensis","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE",241274989,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"12-500","100-5000",NA,"1",2,10,1,6,120,121,120,NA
NA,"Gonatorhaphe stricta","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","NEOCYCLOTIDAE",2384750,"2011-07-27","EN",3.1,"B2ab(ii,iii)","B2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,NA,"100.5",NA,NA,"2",2,10,1,5,100,128,100,NA
NA,"Palaina pomatiaeformis","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","DIPLOMMATINIDAE",2385932,"2011-08-25","EN",3.1,"B1ab(ii,iii)+2ab(ii,iii)","B1ab(ii,iii)+2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"No","200","402",NA,"2",2,10,1,5,100,128,100,NA
NA,"Palaina taviensis","MOLLUSCA","GASTROPODA","ARCHITAENIOGLOSSA","DIPLOMMATINIDAE",2388306,"2011-08-01","EN",3.1,"B2ab(ii,iii)","B2ab(ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","Yes",NA,"Unknown","130",NA,NA,"2",2,10,1,5,100,128,100,NA
NA,"Aglaia fragilis","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",99517375,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Maesa pickeringii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE",99550770,"2019-02-07","VU",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"44","3996","2499","10",1,10,2,5,100,128,50,NA
NA,"Litsea seemannii","TRACHEOPHYTA","MAGNOLIOPSIDA","LAURALES","LAURACEAE",153623188,"2023-09-21","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"20",NA,NA,"2",2,10,1,5,100,128,100,NA
NA,"Tarenna joskei","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",158600481,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Cleistanthus micranthus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",241274626,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Cyrtandra xanthantha","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","GESNERIACEAE",241274676,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Dysoxylum myriandrum","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","MELIACEAE",241274692,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Gardenia anapetes","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241274700,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Ixora richardi-longii","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241274848,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Ixora tubiflora","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241274858,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Psychotria cordata","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241274960,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Elattostachys venosus","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE",241275009,"2023-09-04","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500",NA,NA,"2",2,10,1,5,100,128,100,NA
NA,"Eumachia incompta","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275019,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Glochidion multilobum","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",241275169,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Melicope homoeophylla","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",241275338,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Melochia longepetiolata","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE",241275358,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Myrsine polyantha","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","PRIMULACEAE",241275418,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Phaleria ixoroides","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","THYMELAEACEAE",241275448,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Phyllanthus smithianus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",241275478,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Phyllanthus wilkesianus","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","PHYLLANTHACEAE",241275488,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Psychotria magnifica","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275768,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Psychotria tomaniviensis","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE",241275938,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Zanthoxylum gillespieanum","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE",241276191,"2023-09-04","EN",3.1,"B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500","100-5000",NA,"2",2,10,1,5,100,128,100,NA
NA,"Elaeocarpus xanthodactylus","TRACHEOPHYTA","MAGNOLIOPSIDA","OXALIDALES","ELAEOCARPACEAE",241276411,"2023-09-04","EN",3.1,"B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,NA,"8-500",NA,NA,"2",2,10,1,5,100,128,100,NA
